pri-miRNA	disease	regulation
hsa-mir-145	Esophageal Neoplasms	1
hsa-mir-151	Esophageal Neoplasms	1
hsa-mir-15a	Esophageal Neoplasms	1
hsa-mir-192	Esophageal Neoplasms	1
hsa-mir-194	Esophageal Neoplasms	1
hsa-mir-196b	Esophageal Neoplasms	1
hsa-mir-200a	Esophageal Neoplasms	1
hsa-mir-203	Esophageal Neoplasms	1
hsa-mir-205	Esophageal Neoplasms	1
hsa-mir-205	Esophageal Neoplasms	1
hsa-mir-21	Esophageal Neoplasms	1
hsa-mir-21	Esophageal Neoplasms	1
hsa-mir-21	Esophageal Neoplasms	1
hsa-mir-21	Esophageal Neoplasms	1
hsa-mir-210	Esophageal Neoplasms	1
hsa-mir-223	Esophageal Neoplasms	1
hsa-mir-25	Esophageal Neoplasms	1
hsa-mir-27a	Esophageal Neoplasms	1
hsa-mir-28	Esophageal Neoplasms	1
hsa-mir-31	Esophageal Neoplasms	1
hsa-mir-31	Esophageal Neoplasms	1
hsa-mir-452	Esophageal Neoplasms	1
hsa-mir-92a	Esophageal Neoplasms	1
hsa-mir-93	Esophageal Neoplasms	1
hsa-mir-99b	Esophageal Neoplasms	1
hsa-mir-143	Esophagitis	1
hsa-mir-145	Esophagitis	1
hsa-mir-205	Esophagitis	1
hsa-mir-1224	Fatty Liver	1
hsa-mir-182	Fatty Liver	1
hsa-mir-125b	Non-alcoholic Fatty Liver Disease	1
hsa-mir-149	Non-alcoholic Fatty Liver Disease	1
hsa-mir-200a	Non-alcoholic Fatty Liver Disease	1
hsa-mir-200b	Non-alcoholic Fatty Liver Disease	1
hsa-mir-429	Non-alcoholic Fatty Liver Disease	1
hsa-mir-21	Fibromatosis, Aggressive	1
hsa-let-7g	Follicular Atresia	1
hsa-mir-101	Stomach Neoplasms	1
hsa-mir-106a	Stomach Neoplasms	1
hsa-mir-106a	Stomach Neoplasms	1
hsa-mir-106a	Stomach Neoplasms	1
hsa-mir-106b	Stomach Neoplasms	1
hsa-mir-107	Stomach Neoplasms	1
hsa-mir-107	Stomach Neoplasms	1
hsa-mir-129	Stomach Neoplasms	1
hsa-mir-142	Stomach Neoplasms	1
hsa-mir-142	Stomach Neoplasms	1
hsa-mir-148a	Stomach Neoplasms	1
hsa-mir-150	Stomach Neoplasms	1
hsa-mir-150	Stomach Neoplasms	1
hsa-mir-17	Stomach Neoplasms	1
hsa-mir-17	Stomach Neoplasms	1
hsa-mir-181b	Stomach Neoplasms	1
hsa-mir-181b	Stomach Neoplasms	1
hsa-mir-181b	Stomach Neoplasms	1
hsa-mir-181b	Stomach Neoplasms	1
hsa-mir-181c	Stomach Neoplasms	1
hsa-mir-187	Stomach Neoplasms	1
hsa-mir-18a	Stomach Neoplasms	1
hsa-mir-18a	Stomach Neoplasms	1
hsa-mir-18b	Stomach Neoplasms	1
hsa-mir-191	Stomach Neoplasms	1
hsa-mir-191	Stomach Neoplasms	1
hsa-mir-192	Stomach Neoplasms	1
hsa-mir-192	Stomach Neoplasms	1
hsa-mir-194	Stomach Neoplasms	1
hsa-mir-195	Stomach Neoplasms	1
hsa-mir-196a	Stomach Neoplasms	1
hsa-mir-196a	Stomach Neoplasms	1
hsa-mir-196a	Stomach Neoplasms	1
hsa-mir-196a	Stomach Neoplasms	1
hsa-mir-196a	Stomach Neoplasms	1
hsa-mir-199a	Stomach Neoplasms	1
hsa-mir-199a	Stomach Neoplasms	1
hsa-mir-19a	Stomach Neoplasms	1
hsa-mir-200b	Stomach Neoplasms	1
hsa-mir-20a	Stomach Neoplasms	1
hsa-mir-20b	Stomach Neoplasms	1
hsa-mir-20b	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-21	Stomach Neoplasms	1
hsa-mir-214	Stomach Neoplasms	1
hsa-mir-214	Stomach Neoplasms	1
hsa-mir-215	Stomach Neoplasms	1
hsa-mir-215	Stomach Neoplasms	1
hsa-mir-215	Stomach Neoplasms	1
hsa-mir-218	Stomach Neoplasms	1
hsa-mir-22	Stomach Neoplasms	1
hsa-mir-221	Stomach Neoplasms	1
hsa-mir-221	Stomach Neoplasms	1
hsa-mir-221	Stomach Neoplasms	1
hsa-mir-223	Stomach Neoplasms	1
hsa-mir-24	Stomach Neoplasms	1
hsa-mir-24	Stomach Neoplasms	1
hsa-mir-25	Stomach Neoplasms	1
hsa-mir-26b	Stomach Neoplasms	1
hsa-mir-301a	Stomach Neoplasms	1
hsa-mir-302a	Stomach Neoplasms	1
hsa-mir-302b	Stomach Neoplasms	1
hsa-mir-302c	Stomach Neoplasms	1
hsa-mir-302d	Stomach Neoplasms	1
hsa-mir-302e	Stomach Neoplasms	1
hsa-mir-302f	Stomach Neoplasms	1
hsa-mir-30b	Stomach Neoplasms	1
hsa-mir-340	Stomach Neoplasms	1
hsa-mir-34b	Stomach Neoplasms	1
hsa-mir-34c	Stomach Neoplasms	1
hsa-mir-371a	Stomach Neoplasms	1
hsa-mir-372	Stomach Neoplasms	1
hsa-mir-373	Stomach Neoplasms	1
hsa-mir-374b	Stomach Neoplasms	1
hsa-mir-375	Stomach Neoplasms	1
hsa-mir-378a	Stomach Neoplasms	1
hsa-mir-421	Stomach Neoplasms	1
hsa-mir-451a	Stomach Neoplasms	1
hsa-mir-520c	Stomach Neoplasms	1
hsa-mir-630	Stomach Neoplasms	1
hsa-mir-658	Stomach Neoplasms	1
hsa-mir-874	Stomach Neoplasms	1
hsa-mir-9	Stomach Neoplasms	1
hsa-mir-9	Stomach Neoplasms	1
hsa-mir-93	Stomach Neoplasms	1
hsa-mir-9	Stomach Neoplasms	1
hsa-mir-103	Gastrointestinal Neoplasms	1
hsa-mir-106a	Gastrointestinal Neoplasms	1
hsa-mir-106b	Gastrointestinal Neoplasms	1
hsa-mir-130	Gastrointestinal Neoplasms	1
hsa-mir-142	Gastrointestinal Neoplasms	1
hsa-mir-17	Gastrointestinal Neoplasms	1
hsa-mir-18	Gastrointestinal Neoplasms	1
hsa-mir-19a	Gastrointestinal Neoplasms	1
hsa-mir-19b	Gastrointestinal Neoplasms	1
hsa-mir-20a	Gastrointestinal Neoplasms	1
hsa-mir-20a	Gastrointestinal Neoplasms	1
hsa-mir-221	Gastrointestinal Neoplasms	1
hsa-mir-222	Gastrointestinal Neoplasms	1
hsa-mir-223	Gastrointestinal Neoplasms	1
hsa-mir-25	Gastrointestinal Neoplasms	1
hsa-mir-375	Gastrointestinal Neoplasms	1
hsa-mir-92	Gastrointestinal Neoplasms	1
hsa-mir-93	Gastrointestinal Neoplasms	1
hsa-mir-155	Gaucher Disease	1
hsa-mir-146a	Gerstmann-Straussler-Scheinker Disease	1
hsa-mir-27a	Glaucoma	1
hsa-mir-106a	Glioblastoma	1
hsa-mir-10b	Glioblastoma	1
hsa-mir-125b	Glioblastoma	1
hsa-mir-125b	Glioblastoma	1
hsa-mir-128	Glioblastoma	1
hsa-mir-130b	Glioblastoma	1
hsa-mir-137	Glioblastoma	1
hsa-mir-142	Glioblastoma	1
hsa-mir-143	Glioblastoma	1
hsa-mir-145	Glioblastoma	1
hsa-mir-145	Glioblastoma	1
hsa-mir-146b	Glioblastoma	1
hsa-mir-148a	Glioblastoma	1
hsa-mir-153	Glioblastoma	1
hsa-mir-153	Glioblastoma	1
hsa-mir-155	Glioblastoma	1
hsa-mir-15a	Glioblastoma	1
hsa-mir-16	Glioblastoma	1
hsa-mir-16	Glioblastoma	1
hsa-mir-16	Glioblastoma	1
hsa-mir-17	Glioblastoma	1
hsa-mir-17	Glioblastoma	1
hsa-mir-17	Glioblastoma	1
hsa-mir-17	Glioblastoma	1
hsa-mir-181b	Glioblastoma	1
hsa-mir-181b	Glioblastoma	1
hsa-mir-181d	Glioblastoma	1
hsa-mir-193a	Glioblastoma	1
hsa-mir-197	Glioblastoma	1
hsa-mir-19a	Glioblastoma	1
hsa-mir-19b	Glioblastoma	1
hsa-mir-19b	Glioblastoma	1
hsa-mir-200b	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-21	Glioblastoma	1
hsa-mir-210	Glioblastoma	1
hsa-mir-221	Glioblastoma	1
hsa-mir-221	Glioblastoma	1
hsa-mir-221	Glioblastoma	1
hsa-mir-221	Glioblastoma	1
hsa-mir-221	Glioblastoma	1
hsa-mir-221	Glioblastoma	1
hsa-mir-222	Glioblastoma	1
hsa-mir-222	Glioblastoma	1
hsa-mir-222	Glioblastoma	1
hsa-mir-27b	Glioblastoma	1
hsa-mir-3163	Glioblastoma	1
hsa-mir-375	Glioblastoma	1
hsa-mir-4284	Glioblastoma	1
hsa-mir-491	Glioblastoma	1
hsa-mir-885	Glioblastoma	1
hsa-mir-106a	Glioma	1
hsa-mir-106a	Glioma	1
hsa-mir-106b	Glioma	1
hsa-mir-106b	Glioma	1
hsa-mir-107	Glioma	1
hsa-mir-10b	Glioma	1
hsa-mir-10b	Glioma	1
hsa-mir-125b	Glioma	1
hsa-mir-125b	Glioma	1
hsa-mir-132	Glioma	1
hsa-mir-15a	Glioma	1
hsa-mir-15b	Glioma	1
hsa-mir-16	Glioma	1
hsa-mir-17	Glioma	1
hsa-mir-17	Glioma	1
hsa-mir-182	Glioma	1
hsa-mir-182	Glioma	1
hsa-mir-183	Glioma	1
hsa-mir-183	Glioma	1
hsa-mir-183	Glioma	1
hsa-mir-184	Glioma	1
hsa-mir-18a	Glioma	1
hsa-mir-18b	Glioma	1
hsa-mir-196a	Glioma	1
hsa-mir-19a	Glioma	1
hsa-mir-19a	Glioma	1
hsa-mir-19b	Glioma	1
hsa-mir-19b	Glioma	1
hsa-mir-20a	Glioma	1
hsa-mir-20a	Glioma	1
hsa-mir-20a	Glioma	1
hsa-mir-20b	Glioma	1
hsa-mir-21	Glioma	1
hsa-mir-21	Glioma	1
hsa-mir-210	Glioma	1
hsa-mir-218	Glioma	1
hsa-mir-221	Glioma	1
hsa-mir-221	Glioma	1
hsa-mir-221	Glioma	1
hsa-mir-222	Glioma	1
hsa-mir-222	Glioma	1
hsa-mir-222	Glioma	1
hsa-mir-224	Glioma	1
hsa-mir-23a	Glioma	1
hsa-mir-24	Glioma	1
hsa-mir-27a	Glioma	1
hsa-mir-27b	Glioma	1
hsa-mir-302a	Glioma	1
hsa-mir-302b	Glioma	1
hsa-mir-302c	Glioma	1
hsa-mir-302d	Glioma	1
hsa-mir-335	Glioma	1
hsa-mir-367	Glioma	1
hsa-mir-371a	Glioma	1
hsa-mir-372	Glioma	1
hsa-mir-373	Glioma	1
hsa-mir-527	Glioma	1
hsa-mir-584	Glioma	1
hsa-mir-9	Glioma	1
hsa-mir-9	Glioma	1
hsa-mir-93	Glioma	1
hsa-mir-93	Glioma	1
hsa-mir-93	Glioma	1
hsa-mir-98	Glioma	1
hsa-mir-155	Graft vs Host Disease	1
hsa-let-7a	Head and Neck Neoplasms	1
hsa-let-7a	Head and Neck Neoplasms	1
hsa-let-7a	Head and Neck Neoplasms	1
hsa-let-7b	Head and Neck Neoplasms	1
hsa-let-7c	Head and Neck Neoplasms	1
hsa-let-7d	Head and Neck Neoplasms	1
hsa-let-7e	Head and Neck Neoplasms	1
hsa-let-7f	Head and Neck Neoplasms	1
hsa-let-7f	Head and Neck Neoplasms	1
hsa-let-7g	Head and Neck Neoplasms	1
hsa-let-7i	Head and Neck Neoplasms	1
hsa-mir-101	Head and Neck Neoplasms	1
hsa-mir-101	Head and Neck Neoplasms	1
hsa-mir-1271	Head and Neck Neoplasms	1
hsa-mir-130b	Head and Neck Neoplasms	1
hsa-mir-130b	Head and Neck Neoplasms	1
hsa-mir-142	Head and Neck Neoplasms	1
hsa-mir-146b	Head and Neck Neoplasms	1
hsa-mir-155	Head and Neck Neoplasms	1
hsa-mir-155	Head and Neck Neoplasms	1
hsa-mir-181a	Head and Neck Neoplasms	1
hsa-mir-181a	Head and Neck Neoplasms	1
hsa-mir-181b	Head and Neck Neoplasms	1
hsa-mir-181b	Head and Neck Neoplasms	1
hsa-mir-181b	Head and Neck Neoplasms	1
hsa-mir-181b	Head and Neck Neoplasms	1
hsa-mir-181b	Head and Neck Neoplasms	1
hsa-mir-181b	Head and Neck Neoplasms	1
hsa-mir-181d	Head and Neck Neoplasms	1
hsa-mir-181d	Head and Neck Neoplasms	1
hsa-mir-18a	Head and Neck Neoplasms	1
hsa-mir-18a	Head and Neck Neoplasms	1
hsa-mir-18b	Head and Neck Neoplasms	1
hsa-mir-193b	Head and Neck Neoplasms	1
hsa-mir-195	Head and Neck Neoplasms	1
hsa-mir-200c	Head and Neck Neoplasms	1
hsa-mir-21	Head and Neck Neoplasms	1
hsa-mir-21	Head and Neck Neoplasms	1
hsa-mir-21	Head and Neck Neoplasms	1
hsa-mir-21	Head and Neck Neoplasms	1
hsa-mir-21	Head and Neck Neoplasms	1
hsa-mir-221	Head and Neck Neoplasms	1
hsa-mir-221	Head and Neck Neoplasms	1
hsa-mir-223	Head and Neck Neoplasms	1
hsa-mir-29c	Head and Neck Neoplasms	1
hsa-mir-31	Head and Neck Neoplasms	1
hsa-mir-34a	Head and Neck Neoplasms	1
hsa-mir-34a	Head and Neck Neoplasms	1
hsa-mir-455	Head and Neck Neoplasms	1
hsa-mir-491	Head and Neck Neoplasms	1
hsa-mir-744	Head and Neck Neoplasms	1
hsa-let-7a	Heart Diseases	1
hsa-let-7a	Heart Diseases	1
hsa-let-7b	Heart Diseases	1
hsa-let-7c	Heart Diseases	1
hsa-let-7d	Heart Diseases	1
hsa-let-7e	Heart Diseases	1
hsa-let-7e	Heart Diseases	1
hsa-let-7f	Heart Diseases	1
hsa-let-7f	Heart Diseases	1
hsa-mir-1	Heart Diseases	1
hsa-mir-106b	Heart Diseases	1
hsa-mir-10b	Heart Diseases	1
hsa-mir-1	Heart Diseases	1
hsa-mir-1	Heart Diseases	1
hsa-mir-124	Heart Diseases	1
hsa-mir-125a	Heart Diseases	1
hsa-mir-126	Heart Diseases	1
hsa-mir-126	Heart Diseases	1
hsa-mir-129	Heart Diseases	1
hsa-mir-130a	Heart Diseases	1
hsa-mir-132	Heart Diseases	1
hsa-mir-133	Heart Diseases	1
hsa-mir-134	Heart Diseases	1
hsa-mir-181a	Heart Diseases	1
hsa-mir-195	Heart Diseases	1
hsa-mir-196a	Heart Diseases	1
hsa-mir-196a	Heart Diseases	1
hsa-mir-199b	Heart Diseases	1
hsa-mir-200c	Heart Diseases	1
hsa-mir-204	Heart Diseases	1
hsa-mir-205	Heart Diseases	1
hsa-mir-208	Heart Diseases	1
hsa-mir-208a	Heart Diseases	1
hsa-mir-208b	Heart Diseases	1
hsa-mir-21	Heart Diseases	1
hsa-mir-21	Heart Diseases	1
hsa-mir-210	Heart Diseases	1
hsa-mir-210	Heart Diseases	1
hsa-mir-211	Heart Diseases	1
hsa-mir-212	Heart Diseases	1
hsa-mir-215	Heart Diseases	1
hsa-mir-215	Heart Diseases	1
hsa-mir-216a	Heart Diseases	1
hsa-mir-216b	Heart Diseases	1
hsa-mir-26a	Heart Diseases	1
hsa-mir-26a	Heart Diseases	1
hsa-mir-28	Heart Diseases	1
hsa-mir-296	Heart Diseases	1
hsa-mir-297	Heart Diseases	1
hsa-mir-29a	Heart Diseases	1
hsa-mir-29b	Heart Diseases	1
hsa-mir-300	Heart Diseases	1
hsa-mir-302a	Heart Diseases	1
hsa-mir-30a	Heart Diseases	1
hsa-mir-32	Heart Diseases	1
hsa-mir-320a	Heart Diseases	1
hsa-mir-330	Heart Diseases	1
hsa-mir-340	Heart Diseases	1
hsa-mir-34b	Heart Diseases	1
hsa-mir-34c	Heart Diseases	1
hsa-mir-365a	Heart Diseases	1
hsa-mir-365b	Heart Diseases	1
hsa-mir-367	Heart Diseases	1
hsa-mir-367	Heart Diseases	1
hsa-mir-372	Heart Diseases	1
hsa-mir-373	Heart Diseases	1
hsa-mir-377	Heart Diseases	1
hsa-mir-381	Heart Diseases	1
hsa-mir-382	Heart Diseases	1
hsa-mir-423	Heart Diseases	1
hsa-mir-424	Heart Diseases	1
hsa-mir-429	Heart Diseases	1
hsa-mir-429	Heart Diseases	1
hsa-mir-432	Heart Diseases	1
hsa-mir-500a	Heart Diseases	1
hsa-mir-520c	Heart Diseases	1
hsa-mir-525	Heart Diseases	1
hsa-mir-98	Heart Diseases	1
hsa-mir-103a	Helicobacter pylori	1
hsa-mir-181c	Helicobacter pylori	1
hsa-mir-223	Helicobacter pylori	1
hsa-mir-370	Helicobacter pylori	1
hsa-mir-375	Helicobacter pylori	1
hsa-mir-193b	Hematologic Neoplasms	1
hsa-mir-122	Hepatitis B	1
hsa-mir-122	Hepatitis B	1
hsa-mir-130a	Hepatitis B	1
hsa-mir-146a	Hepatitis B	1
hsa-mir-181a	Hepatitis B	1
hsa-mir-181b	Hepatitis B	1
hsa-mir-181b	Hepatitis B	1
hsa-mir-200a	Hepatitis B	1
hsa-mir-200b	Hepatitis B	1
hsa-mir-200c	Hepatitis B	1
hsa-mir-122	Hepatitis C	1
hsa-mir-122	Hepatitis C	1
hsa-mir-125b	Hepatitis C	1
hsa-mir-146a	Hepatitis C	1
hsa-mir-15b	Hepatitis C	1
hsa-mir-182	Hepatitis C	1
hsa-mir-192	Hepatitis C	1
hsa-mir-199b	Hepatitis C	1
hsa-mir-224	Hepatitis C	1
hsa-mir-27	Hepatitis C	1
hsa-mir-758	Hepatitis C	1
hsa-mir-125a	Hepatoblastoma	1
hsa-mir-150	Hepatoblastoma	1
hsa-mir-214	Hepatoblastoma	1
hsa-mir-492	Hepatoblastoma	1
hsa-let-7d	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-125	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-125a	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-149	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-186	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-191	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-196b	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-199a	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-214	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-218	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-24	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-30c	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-342	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-374a	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-374b	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-452	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-454	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-487b	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-532	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-628	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-874	HIV-Associated Lipodystrophy Syndrome	1
hsa-mir-122	HIV Infections	1
hsa-mir-24	Hyperglycemia	1
hsa-mir-4532	Hypertension	1
hsa-mir-518a	Hypertension	1
hsa-mir-518e	Hypertension	1
hsa-mir-527	Hypertension	1
hsa-mir-133a	Hypertrophy	1
hsa-mir-133a	Hypertrophy	1
hsa-mir-182	Hypoxia-Ischemia, Brain	1
hsa-mir-34	Idiopathic Pulmonary Fibrosis	1
hsa-mir-150	Infection	1
hsa-mir-155	Infection	1
hsa-mir-21	Infection	1
hsa-mir-221	Infection	1
hsa-let-7b	Infertility	1
hsa-mir-130b	Inflammation	1
hsa-mir-132	Inflammation	1
hsa-mir-132	Inflammation	1
hsa-mir-146a	Inflammation	1
hsa-mir-150	Inflammation	1
hsa-mir-150	Inflammation	1
hsa-mir-155	Inflammation	1
hsa-mir-17	Inflammation	1
hsa-mir-18	Inflammation	1
hsa-mir-181	Inflammation	1
hsa-mir-19a	Inflammation	1
hsa-mir-19b	Inflammation	1
hsa-mir-20a	Inflammation	1
hsa-mir-21	Inflammation	1
hsa-mir-221	Inflammation	1
hsa-mir-222	Inflammation	1
hsa-mir-223	Inflammation	1
hsa-mir-34a	Inflammation	1
hsa-mir-455	Inflammation	1
hsa-mir-584	Inflammation	1
hsa-mir-766	Inflammation	1
hsa-mir-92	Inflammation	1
hsa-mir-132	Inflammatory Bowel Diseases	1
hsa-mir-132	Inflammatory Bowel Diseases	1
hsa-mir-146a	Inflammatory Bowel Diseases	1
hsa-mir-223	Inflammatory Bowel Diseases	1
hsa-mir-200c	Lung Diseases, Interstitial	1
hsa-mir-668	Lung Diseases, Interstitial	1
hsa-mir-92b	Lung Diseases, Interstitial	1
hsa-mir-146b	Schistosomiasis japonica	1
hsa-mir-199	Irritable Bowel Syndrome	1
hsa-mir-15a	Reperfusion Injury	1
hsa-mir-15b	Reperfusion Injury	1
hsa-mir-21	Reperfusion Injury	1
hsa-mir-21	Reperfusion Injury	1
hsa-mir-21	Reperfusion Injury	1
hsa-mir-223	Reperfusion Injury	1
hsa-mir-31	Sarcoma, Kaposi	1
hsa-mir-31	Mucocutaneous Lymph Node Syndrome	1
hsa-mir-486	Graft Rejection	1
hsa-mir-630	Kidney Neoplasms	1
hsa-mir-223	Osteoarthritis, Knee	1
hsa-mir-205	Laryngeal Neoplasms	1
hsa-mir-20b	Laryngeal Neoplasms	1
hsa-mir-21	Laryngeal Neoplasms	1
hsa-mir-21	Laryngeal Neoplasms	1
hsa-mir-31	Laryngeal Neoplasms	1
hsa-mir-708	Laryngeal Neoplasms	1
hsa-mir-93	Laryngeal Neoplasms	1
hsa-mir-93	Laryngeal Neoplasms	1
hsa-mir-125b	Leukemia	1
hsa-mir-155	Leukemia	1
hsa-mir-15a	Leukemia	1
hsa-mir-15a	Leukemia	1
hsa-mir-16	Leukemia	1
hsa-mir-16	Leukemia	1
hsa-mir-196	Leukemia	1
hsa-mir-21	Leukemia	1
hsa-mir-210	Leukemia	1
hsa-mir-17	Leukemia, B-Cell	1
hsa-mir-18a	Leukemia, B-Cell	1
hsa-mir-19a	Leukemia, B-Cell	1
hsa-mir-19b	Leukemia, B-Cell	1
hsa-mir-20a	Leukemia, B-Cell	1
hsa-mir-92a	Leukemia, B-Cell	1
hsa-mir-182	Leukemia, Biphenotypic, Acute	1
hsa-mir-584	Leukemia, Biphenotypic, Acute	1
hsa-mir-132	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-132	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-155	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-212	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-143	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-150	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-155	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-223	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-29c	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-32	Leukemia, Myeloid	1
hsa-mir-155	Leukemia, Myeloid, Acute	1
hsa-mir-23b	Leukemia, Myeloid, Acute	1
hsa-mir-26a	Leukemia, Myeloid, Acute	1
hsa-mir-328	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-mir-107	Leukemia, Promyelocytic, Acute	1
hsa-mir-15b	Leukemia, Promyelocytic, Acute	1
hsa-mir-16	Leukemia, Promyelocytic, Acute	1
hsa-mir-223	Leukemia, Promyelocytic, Acute	1
hsa-mir-342	Leukemia, Promyelocytic, Acute	1
hsa-mir-17	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-19	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-126	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-146a	Lichen Planus	1
hsa-mir-155	Lichen Planus	1
hsa-mir-203	Lichen Planus	1
hsa-mir-21	Lichen Planus	1
hsa-mir-214	Liver Cirrhosis	1
hsa-mir-221	Liver Cirrhosis	1
hsa-mir-222	Liver Cirrhosis	1
hsa-mir-132	Liver Diseases, Alcoholic	1
hsa-mir-155	Liver Diseases, Alcoholic	1
hsa-mir-122	Liver Failure	1
hsa-mir-194	Liver Failure	1
hsa-mir-194	Liver Failure	1
hsa-mir-34	Liver Cirrhosis	1
hsa-mir-34a	Liver Cirrhosis	1
hsa-mir-10b	Liver Neoplasms	1
hsa-mir-21	Liver Neoplasms	1
hsa-mir-210	Liver Neoplasms	1
hsa-mir-24	Liver Neoplasms	1
hsa-mir-24	Liver Neoplasms	1
hsa-mir-29a	Liver Neoplasms	1
hsa-mir-30a	Liver Neoplasms	1
hsa-mir-34c	Liver Neoplasms	1
hsa-mir-372	Liver Neoplasms	1
hsa-mir-629	Liver Neoplasms	1
hsa-mir-149	Pulmonary Fibrosis	1
hsa-mir-199b	Lung Neoplasms	1
hsa-let-7d	Lung Neoplasms	1
hsa-let-7e	Lung Neoplasms	1
hsa-mir-103a	Lung Neoplasms	1
hsa-mir-103a	Lung Neoplasms	1
hsa-mir-106a	Lung Neoplasms	1
hsa-mir-107	Lung Neoplasms	1
hsa-mir-10b	Lung Neoplasms	1
hsa-mir-126	Lung Neoplasms	1
hsa-mir-128	Lung Neoplasms	1
hsa-mir-130a	Lung Neoplasms	1
hsa-mir-133b	Lung Neoplasms	1
hsa-mir-136	Lung Neoplasms	1
hsa-mir-143	Lung Neoplasms	1
hsa-mir-146a	Lung Neoplasms	1
hsa-mir-146b	Lung Neoplasms	1
hsa-mir-146b	Lung Neoplasms	1
hsa-mir-148b	Lung Neoplasms	1
hsa-mir-150	Lung Neoplasms	1
hsa-mir-155	Lung Neoplasms	1
hsa-mir-155	Lung Neoplasms	1
hsa-mir-155	Lung Neoplasms	1
hsa-mir-17	Lung Neoplasms	1
hsa-mir-17	Lung Neoplasms	1
hsa-mir-17	Lung Neoplasms	1
hsa-mir-182	Lung Neoplasms	1
hsa-mir-182	Lung Neoplasms	1
hsa-mir-182	Lung Neoplasms	1
hsa-mir-183	Lung Neoplasms	1
hsa-mir-183	Lung Neoplasms	1
hsa-mir-184	Lung Neoplasms	1
hsa-mir-18a	Lung Neoplasms	1
hsa-mir-191	Lung Neoplasms	1
hsa-mir-191	Lung Neoplasms	1
hsa-mir-192	Lung Neoplasms	1
hsa-mir-197	Lung Neoplasms	1
hsa-mir-199a	Lung Neoplasms	1
hsa-mir-200b	Lung Neoplasms	1
hsa-mir-203	Lung Neoplasms	1
hsa-mir-205	Lung Neoplasms	1
hsa-mir-205	Lung Neoplasms	1
hsa-mir-20a	Lung Neoplasms	1
hsa-mir-20a	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-21	Lung Neoplasms	1
hsa-mir-210	Lung Neoplasms	1
hsa-mir-210	Lung Neoplasms	1
hsa-mir-210	Lung Neoplasms	1
hsa-mir-210	Lung Neoplasms	1
hsa-mir-212	Lung Neoplasms	1
